,Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Platform_type
1809,16556,Bound By Flame,X360,2014,Role-Playing,Focus Home Interactive,0,0.01,0,0,0.01,Console
1810,16560,Dramatical Murder Re:code,PSV,2014,Adventure,Nitroplus,0,0,0.01,0,0.01,Console
1811,16563,Hanasaku Manimani,PSV,2014,Adventure,5pb,0,0,0.01,0,0.01,Console
1812,16570,Fujiko F. Fujio Characters: Great Assembly! Slightly Fantastic Slapstick Party,3DS,2014,Action,Namco Bandai Games,0,0,0.01,0,0.01,Hand_Held
1813,17,Grand Theft Auto V,PS3,2013,Action,Take-Two Interactive,7.01,9.27,0.97,4.14,21.4,Console
1814,24,Grand Theft Auto V,X360,2013,Action,Take-Two Interactive,9.63,5.31,0.06,1.38,16.38,Console
1815,33,Pokemon X/Pokemon Y,3DS,2013,Role-Playing,Nintendo,5.17,4.05,4.34,0.79,14.35,Hand_Held
1816,62,Call of Duty: Ghosts,X360,2013,Shooter,Activision,6.72,2.63,0.04,0.82,10.21,Console
1817,68,Call of Duty: Ghosts,PS3,2013,Shooter,Activision,4.09,3.73,0.38,1.38,9.59,Console
1818,73,Minecraft,X360,2013,Misc,Microsoft Game Studios,5.58,2.83,0.02,0.77,9.2,Console
1819,113,FIFA 14,PS3,2013,Sports,Electronic Arts,0.78,4.32,0.07,1.73,6.9,Console
1820,147,The Last of Us,PS3,2013,Action,Sony Computer Entertainment Europe,2.41,2.28,0.28,1.01,5.99,Console
1821,189,Tomodachi Life,3DS,2013,Simulation,Nintendo,0.96,2.02,1.89,0.28,5.15,Hand_Held
1822,235,Luigi's Mansion: Dark Moon,3DS,2013,Action,Nintendo,1.78,1.39,1.1,0.3,4.58,Hand_Held
1823,257,FIFA 14,X360,2013,Sports,Electronic Arts,0.92,2.93,0.01,0.46,4.31,Console
1824,262,Super Mario 3D World,WiiU,2013,Platform,Nintendo,2.11,1.11,0.72,0.3,4.25,Console
1825,308,Assassin's Creed IV: Black Flag,PS3,2013,Action,Ubisoft,1.33,1.71,0.13,0.73,3.89,Console
1826,328,Just Dance 2014,Wii,2013,Misc,Ubisoft,1.98,1.47,0,0.32,3.76,Console
1827,337,Battlefield 4,PS3,2013,Shooter,Electronic Arts,1.3,1.51,0.27,0.61,3.69,Console
1828,345,Gran Turismo 6,PS3,2013,Racing,Sony Computer Entertainment,0.71,1.8,0.4,0.74,3.64,Console
1829,350,Call of Duty: Ghosts,PS4,2013,Shooter,Activision,1.78,1.42,0.05,0.38,3.63,Console
1830,366,Battlefield 4,X360,2013,Shooter,Electronic Arts,2.14,1.08,0.02,0.29,3.53,Console
1831,384,Monster Hunter 4,3DS,2013,Role-Playing,Capcom,0,0,3.44,0,3.44,Hand_Held
1832,387,Battlefield 4,PS4,2013,Shooter,Electronic Arts,1.34,1.54,0.17,0.38,3.43,Console
1833,402,Assassin's Creed IV: Black Flag,X360,2013,Action,Ubisoft,1.9,1.14,0.01,0.29,3.34,Console
1834,455,The Legend of Zelda: A Link Between Worlds,3DS,2013,Action,Nintendo,1.4,0.99,0.46,0.22,3.07,Hand_Held
1835,494,FIFA 14,PS4,2013,Sports,Electronic Arts,0.61,1.85,0.11,0.33,2.9,Console
1836,506,Call of Duty: Ghosts,XOne,2013,Shooter,Activision,1.87,0.77,0,0.22,2.86,Console
1837,547,Assassin's Creed IV: Black Flag,PS4,2013,Action,Ubisoft,1.07,1.31,0.06,0.31,2.74,Console
1838,594,Killzone: Shadow Fall,PS4,2013,Shooter,Sony Computer Entertainment,0.89,1.33,0.07,0.28,2.58,Console
1839,613,Tomb Raider (2013),PS3,2013,Action,Square Enix,0.6,1.31,0.08,0.52,2.51,Console
1840,626,NBA 2K14,X360,2013,Sports,Take-Two Interactive,2.1,0.2,0,0.17,2.47,Console
1841,656,Batman: Arkham Origins,PS3,2013,Action,Warner Bros. Interactive Entertainment,1.07,0.87,0.04,0.4,2.39,Console
1842,677,Skylanders SWAP Force,Wii,2013,Platform,Activision,1.32,0.83,0,0.2,2.34,Console
1843,692,LEGO Marvel Super Heroes,X360,2013,Action,Warner Bros. Interactive Entertainment,1.24,0.85,0,0.21,2.3,Console
1844,697,God of War: Ascension,PS3,2013,Action,Sony Computer Entertainment,1.23,0.68,0.04,0.34,2.29,Console
1845,727,New Super Luigi U,WiiU,2013,Platform,Nintendo,1.27,0.62,0.18,0.16,2.22,Console
1846,733,Assassin's Creed IV: Black Flag,XOne,2013,Action,Ubisoft,1.47,0.55,0,0.19,2.21,Console
1847,750,Forza Motorsport 5,XOne,2013,Racing,Microsoft Game Studios,1.21,0.78,0.01,0.17,2.18,Console
1848,751,Madden NFL 25,X360,2013,Sports,Electronic Arts,1.97,0.07,0,0.13,2.18,Console
1849,822,Mario & Luigi: Dream Team,3DS,2013,Role-Playing,Nintendo,0.89,0.57,0.46,0.13,2.06,Hand_Held
1850,825,NBA 2K14,PS3,2013,Sports,Take-Two Interactive,1.43,0.33,0.04,0.25,2.05,Console
1851,828,Diablo III,PS3,2013,Role-Playing,Activision,0.71,0.83,0.15,0.35,2.05,Console
1852,848,LEGO Marvel Super Heroes,PS3,2013,Action,Warner Bros. Interactive Entertainment,0.77,0.85,0.01,0.37,2,Console
1853,858,Battlefield 4,XOne,2013,Shooter,Electronic Arts,1.25,0.58,0,0.16,1.98,Console
1854,867,BioShock Infinite,X360,2013,Shooter,Take-Two Interactive,1.22,0.57,0.02,0.15,1.96,Console
1855,887,Batman: Arkham Origins,X360,2013,Action,Warner Bros. Interactive Entertainment,1.15,0.61,0,0.17,1.93,Console
1856,895,Tomb Raider (2013),X360,2013,Action,Square Enix,0.86,0.87,0.01,0.17,1.92,Console
1857,911,Need for Speed Rivals,PS4,2013,Racing,Electronic Arts,0.73,0.91,0.03,0.22,1.89,Console
1858,913,Yokai Watch,3DS,2013,Role-Playing,Nintendo,0.21,0.3,1.33,0.04,1.89,Hand_Held
1859,924,Donkey Kong Country Returns,3DS,2013,Platform,Nintendo,0.73,0.62,0.4,0.12,1.87,Hand_Held
1860,936,Mario Party: Island Tour,3DS,2013,Misc,Nintendo,0.61,0.59,0.55,0.11,1.85,Hand_Held
1861,971,Beyond: Two Souls,PS3,2013,Adventure,Sony Computer Entertainment,0.52,0.88,0.06,0.34,1.79,Console
1862,980,The Legend of Zelda: The Wind Waker,WiiU,2013,Action,Nintendo,0.93,0.57,0.14,0.13,1.77,Console
1863,983,Wii Party U,WiiU,2013,Misc,Nintendo,0.31,0.54,0.84,0.08,1.77,Console
1864,984,Madden NFL 25,PS3,2013,Sports,Electronic Arts,1.59,0.03,0,0.15,1.77,Console
1865,998,BioShock Infinite,PS3,2013,Shooter,Take-Two Interactive,0.72,0.69,0.04,0.31,1.76,Console
1866,1006,Kingdom Hearts,PS3,2013,Role-Playing,Square Enix,0.9,0.37,0.25,0.24,1.75,Console
1867,1031,Disney Infinity,Wii,2013,Action,Disney Interactive Studios,1.15,0.44,0,0.14,1.73,Console
1868,1062,Saints Row IV,X360,2013,Action,Deep Silver,1.01,0.53,0.01,0.14,1.69,Console
1869,1089,Knack,PS4,2013,Platform,Sony Computer Entertainment Europe,0.43,0.67,0.42,0.15,1.67,Console
1870,1094,StarCraft II: Heart of the Swarm,PC,2013,Strategy,Activision,0.82,0.65,0,0.19,1.67,Computer
1871,1143,Gears of War: Judgment,X360,2013,Shooter,Microsoft Game Studios,0.92,0.53,0.03,0.13,1.61,Console
1872,1195,LEGO Marvel Super Heroes,PS4,2013,Action,Warner Bros. Interactive Entertainment,0.59,0.75,0.01,0.21,1.56,Console
1873,1210,Dead Rising 3,XOne,2013,Action,Microsoft Game Studios,1.06,0.35,0.01,0.12,1.54,Console
1874,1247,Puzzle & Dragons,3DS,2013,Role-Playing,GungHo,0,0,1.51,0,1.51,Hand_Held
1875,1293,Metal Gear Rising: Revengeance,PS3,2013,Action,Konami Digital Entertainment,0.45,0.4,0.44,0.18,1.47,Console
1876,1316,LEGO City Undercover,3DS,2013,Platform,Nintendo,0.51,0.75,0.07,0.12,1.46,Hand_Held
1877,1318,Diablo III,X360,2013,Role-Playing,Activision,0.89,0.44,0,0.12,1.45,Console
1878,1337,SimCity (2013),PC,2013,Simulation,Electronic Arts,0.48,0.77,0,0.19,1.44,Computer
1879,1343,Need for Speed Rivals,PS3,2013,Racing,Electronic Arts,0.33,0.74,0.05,0.31,1.44,Console
1880,1348,Disney Infinity,X360,2013,Action,Disney Interactive Studios,0.96,0.37,0,0.11,1.43,Console
1881,1355,Dragon Quest VII: Warriors of Eden,3DS,2013,Role-Playing,Square Enix,0.07,0.04,1.3,0.01,1.42,Hand_Held
1882,1372,Injustice: Gods Among Us,X360,2013,Fighting,Warner Bros. Interactive Entertainment,0.97,0.34,0,0.11,1.41,Console
1883,1388,Battlefield 4,PC,2013,Shooter,Electronic Arts,0.38,0.86,0,0.16,1.4,Computer
1884,1433,Ryse: Son of Rome,XOne,2013,Action,Microsoft Game Studios,0.82,0.42,0,0.11,1.36,Console
1885,1471,Skylanders SWAP Force,X360,2013,Platform,Activision,0.86,0.36,0,0.11,1.33,Console
1886,1472,NBA 2K14,PS4,2013,Sports,Take-Two Interactive,0.89,0.31,0.01,0.12,1.33,Console
1887,1480,Final Fantasy X / X-2 HD Remaster,PS3,2013,Role-Playing,Square Enix,0.43,0.4,0.32,0.18,1.33,Console
1888,1519,Saints Row IV,PS3,2013,Action,Deep Silver,0.56,0.44,0.09,0.21,1.3,Console
1889,1592,Injustice: Gods Among Us,PS3,2013,Fighting,Warner Bros. Interactive Entertainment,0.48,0.53,0.01,0.23,1.25,Console
1890,1686,WWE 2K14,PS3,2013,Sports,Take-Two Interactive,0.49,0.49,0,0.21,1.19,Console
1891,1700,FIFA 14,XOne,2013,Sports,Electronic Arts,0.41,0.66,0,0.12,1.19,Console
1892,1813,WWE 2K14,X360,2013,Sports,Take-Two Interactive,0.64,0.39,0,0.1,1.13,Console
1893,1823,Final Fantasy XIV: A Realm Reborn,PS3,2013,Role-Playing,Square Enix,0.36,0.33,0.28,0.15,1.12,Console
1894,1845,Pikmin 3,WiiU,2013,Strategy,Nintendo,0.45,0.31,0.29,0.06,1.11,Console
1895,1871,Lightning Returns: Final Fantasy XIII,PS3,2013,Role-Playing,Square Enix,0.31,0.22,0.45,0.12,1.1,Console
1896,1911,LEGO City Undercover,WiiU,2013,Platform,Nintendo,0.47,0.4,0.13,0.08,1.08,Console
1897,1919,NCAA Football 14,X360,2013,Sports,Electronic Arts,1.01,0,0,0.06,1.07,Console
1898,1932,Skylanders SWAP Force,PS3,2013,Platform,Activision,0.43,0.44,0,0.2,1.07,Console
1899,2009,LEGO Marvel Super Heroes,XOne,2013,Action,Warner Bros. Interactive Entertainment,0.61,0.34,0,0.09,1.04,Console
1900,2072,Killzone: Mercenary,PSV,2013,Shooter,Sony Computer Entertainment Europe,0.25,0.49,0.04,0.22,1,Console
1901,2076,Rocksmith 2014,PS3,2013,Misc,Ubisoft,0.51,0.27,0.05,0.15,1,Console
1902,2077,Dead Space 3,PS3,2013,Action,Electronic Arts,0.44,0.38,0,0.17,1,Console
1903,2079,Disney Infinity,PS3,2013,Action,Disney Interactive Studios,0.48,0.35,0,0.16,1,Console
1904,2083,Dead Space 3,X360,2013,Action,Electronic Arts,0.64,0.28,0,0.08,0.99,Console
1905,2089,Tom Clancy's Splinter Cell: Blacklist,X360,2013,Action,Ubisoft,0.57,0.34,0.01,0.08,0.99,Console
1906,2110,Just Dance 2014,X360,2013,Misc,Ubisoft,0.72,0.19,0,0.07,0.98,Console
1907,2123,Tom Clancy's Splinter Cell: Blacklist,PS3,2013,Action,Ubisoft,0.34,0.41,0.06,0.18,0.98,Console
1908,2124,Pro Evolution Soccer 2014,PS3,2013,Action,Konami Digital Entertainment,0.03,0.43,0.51,0.01,0.98,Console
1909,2148,Final Fantasy X / X-2 HD Remaster,PSV,2013,Role-Playing,Square Enix,0.21,0.31,0.28,0.16,0.97,Console
1910,2172,Naruto Shippuden: Ultimate Ninja Storm 3,PS3,2013,Fighting,Namco Bandai Games,0.32,0.33,0.15,0.15,0.96,Console
1911,2201,Rocksmith 2014,X360,2013,Misc,Ubisoft,0.69,0.17,0,0.08,0.94,Console
1912,2263,Disney Magical World,3DS,2013,Adventure,Nintendo,0.16,0.2,0.53,0.03,0.92,Hand_Held
1913,2264,Crysis 3,X360,2013,Shooter,Electronic Arts,0.51,0.33,0.01,0.08,0.92,Console
1914,2306,Crysis 3,PS3,2013,Shooter,Electronic Arts,0.26,0.43,0.03,0.18,0.9,Console
1915,2346,LEGO Marvel Super Heroes,3DS,2013,Action,Warner Bros. Interactive Entertainment,0.42,0.36,0.04,0.07,0.89,Hand_Held
1916,2350,Wii Fit U,WiiU,2013,Sports,Nintendo,0.39,0.24,0.21,0.06,0.89,Console
1917,2379,NBA 2K14,XOne,2013,Sports,Take-Two Interactive,0.7,0.11,0,0.06,0.87,Console
1918,2395,Injustice: Gods Among Us,PS4,2013,Fighting,Warner Bros. Interactive Entertainment,0.46,0.29,0,0.12,0.87,Console
1919,2480,Need for Speed Rivals,X360,2013,Racing,Electronic Arts,0.37,0.38,0.01,0.08,0.84,Console
1920,2520,DmC: Devil May Cry,PS3,2013,Action,Capcom,0.24,0.28,0.19,0.12,0.82,Console
1921,2531,Madden NFL 25,PS4,2013,Sports,Electronic Arts,0.62,0.13,0,0.07,0.82,Console
1922,2563,NCAA Football 14,PS3,2013,Sports,Electronic Arts,0.75,0,0,0.06,0.8,Console
1923,2574,Aliens: Colonial Marines,X360,2013,Shooter,Sega,0.36,0.37,0,0.07,0.8,Console
1924,2585,Resident Evil: Revelations,PS3,2013,Action,Capcom,0.14,0.32,0.22,0.12,0.8,Console
1925,2592,Mario & Sonic at the Sochi 2014 Olympic Winter Games,WiiU,2013,Sports,Nintendo,0.39,0.22,0.13,0.06,0.8,Console
1926,2618,Dead Island: Riptide,X360,2013,Action,Deep Silver,0.44,0.27,0.01,0.07,0.79,Console
1927,2629,Professor Layton and the Azran Legacy,3DS,2013,Puzzle,Nintendo,0,0.48,0.25,0.06,0.78,Hand_Held
1928,2665,Madden NFL 25,XOne,2013,Sports,Electronic Arts,0.67,0.05,0,0.05,0.77,Console
1929,2730,Total War: Rome II,PC,2013,Strategy,Sega,0.12,0.53,0,0.11,0.76,Computer
1930,2737,Tearaway,PSV,2013,Adventure,Sony Computer Entertainment Europe,0.17,0.39,0,0.19,0.75,Console
1931,2776,LEGO Marvel Super Heroes,WiiU,2013,Action,Warner Bros. Interactive Entertainment,0.31,0.35,0.02,0.06,0.74,Console
1932,2799,Call of Duty: Ghosts,PC,2013,Shooter,Activision,0.23,0.41,0,0.09,0.73,Computer
1933,2843,Terraria,X360,2013,Action,505 Games,0.35,0.31,0,0.06,0.72,Console
1934,2862,MLB 13: The Show,PS3,2013,Sports,Sony Computer Entertainment,0.66,0,0,0.05,0.71,Console
1935,2891,Football Manager 2014,PC,2013,Sports,Sega,0,0.6,0,0.1,0.71,Computer
1936,2901,Ratchet & Clank: Into the Nexus,PS3,2013,Shooter,Sony Computer Entertainment,0.3,0.29,0,0.11,0.71,Console
1937,2962,One Piece: Pirate Warriors 2,PS3,2013,Action,Namco Bandai Games,0,0.2,0.42,0.07,0.69,Console
1938,2963,Assassin's Creed IV: Black Flag,PC,2013,Action,Ubisoft,0.22,0.38,0,0.1,0.69,Computer
1939,2970,Frozen: Olaf's Quest,DS,2013,Platform,Disney Interactive Studios,0.28,0.35,0,0.06,0.69,Hand_Held
1940,2985,Rayman Legends,WiiU,2013,Platform,Ubisoft,0.26,0.33,0.03,0.06,0.68,Console
1941,3012,Need for Speed Rivals,XOne,2013,Racing,Electronic Arts,0.45,0.17,0,0.05,0.67,Console
1942,3036,BioShock Infinite,PC,2013,Shooter,Take-Two Interactive,0.28,0.3,0,0.08,0.67,Computer
1943,3071,Rayman Legends,PS3,2013,Platform,Ubisoft,0.14,0.38,0,0.14,0.66,Console
1944,3072,Rocksmith 2014,PC,2013,Misc,Ubisoft,0.35,0.24,0,0.07,0.66,Computer
1945,3082,LEGO Marvel Super Heroes,PSV,2013,Action,Warner Bros. Interactive Entertainment,0.15,0.35,0,0.16,0.66,Console
1946,3134,Crysis 3,PC,2013,Shooter,Electronic Arts,0.17,0.39,0,0.09,0.64,Computer
1947,3141,Aliens: Colonial Marines,PS3,2013,Shooter,Sega,0.2,0.31,0,0.13,0.64,Console
1948,3179,The Walking Dead: Survival Instinct,X360,2013,Shooter,Activision,0.46,0.12,0,0.05,0.64,Console
1949,3190,F1 2013,PS3,2013,Racing,Codemasters,0.01,0.45,0.03,0.15,0.63,Console
1950,3256,Dead Island: Riptide,PS3,2013,Action,Deep Silver,0.26,0.2,0.07,0.09,0.62,Console
1951,3292,Dynasty Warriors 8,PS3,2013,Action,Tecmo Koei,0.12,0.11,0.34,0.05,0.61,Console
1952,3299,Just Dance 2014,WiiU,2013,Misc,Ubisoft,0.33,0.23,0,0.05,0.61,Console
1953,3347,Disney Infinity,WiiU,2013,Action,Disney Interactive Studios,0.33,0.22,0,0.05,0.6,Console
1954,3364,Skylanders SWAP Force,WiiU,2013,Platform,Activision,0.4,0.15,0,0.06,0.6,Console
1955,3416,Payday 2,X360,2013,Shooter,505 Games,0.33,0.21,0,0.05,0.59,Console
1956,3463,Frozen: Olaf's Quest,3DS,2013,Platform,Disney Interactive Studios,0.27,0.26,0,0.05,0.58,Hand_Held
1957,3479,JoJo's Bizarre Adventure: All Star Battle,PS3,2013,Fighting,Namco Bandai Games,0.05,0.02,0.5,0.01,0.58,Console
1958,3506,Shin Megami Tensei IV,3DS,2013,Role-Playing,Atlus,0.28,0,0.27,0.02,0.57,Hand_Held
1959,3531,Defiance,X360,2013,Shooter,Trion Worlds,0.38,0.15,0,0.04,0.57,Console
1960,3555,NHL 14,PS3,2013,Sports,Electronic Arts,0.28,0.19,0,0.09,0.57,Console
1961,3617,Soul Sacrifice,PSV,2013,Role-Playing,Sony Computer Entertainment,0.18,0.09,0.22,0.06,0.56,Console
1962,3636,Sly Cooper: Thieves in Time,PS3,2013,Platform,Sony Computer Entertainment Europe,0.35,0.13,0,0.08,0.55,Console
1963,3723,Tales of Symphonia,PS3,2013,Role-Playing,Namco Bandai Games,0.21,0.13,0.13,0.06,0.54,Console
1964,3729,NHL 14,X360,2013,Sports,Electronic Arts,0.4,0.1,0,0.04,0.54,Console
1965,3765,Dragon's Crown,PS3,2013,Role-Playing,Nippon Ichi Software,0.25,0.07,0.17,0.05,0.53,Console
1966,3813,Batman: Arkham Origins Blackgate,PSV,2013,Action,Warner Bros. Interactive Entertainment,0.2,0.2,0,0.13,0.53,Console
1967,3816,The Walking Dead: Survival Instinct,PS3,2013,Shooter,Activision,0.28,0.17,0,0.08,0.53,Console
1968,3881,Naruto Shippuden: Ultimate Ninja Storm 3,X360,2013,Fighting,Namco Bandai Games,0.29,0.17,0.01,0.04,0.51,Console
1969,3990,FIFA 14,PSV,2013,Sports,Electronic Arts,0.11,0.25,0.01,0.13,0.5,Console
1970,3994,Metal Gear Rising: Revengeance,X360,2013,Action,Konami Digital Entertainment,0.29,0.16,0,0.04,0.5,Console
1971,4034,Sonic Lost World,3DS,2013,Platform,Sega,0.24,0.15,0.07,0.03,0.49,Hand_Held
1972,4053,Terraria,PS3,2013,Action,505 Games,0.07,0.26,0.09,0.07,0.49,Console
1973,4058,LEGO Marvel Super Heroes,DS,2013,Action,Warner Bros. Interactive Entertainment,0.28,0.17,0,0.04,0.49,Hand_Held
1974,4166,Deadpool,PS3,2013,Action,Activision,0.23,0.17,0,0.08,0.47,Console
1975,4206,Major League Baseball 2K13,X360,2013,Sports,Take-Two Interactive,0.44,0,0,0.03,0.47,Console
1976,4265,Deadpool,X360,2013,Action,Activision,0.26,0.16,0,0.04,0.46,Console
1977,4297,Rayman Legends,X360,2013,Platform,Ubisoft,0.19,0.23,0,0.04,0.46,Console
1978,4314,Tales of Hearts,PSV,2013,Role-Playing,Namco Bandai Games,0.15,0.13,0.09,0.08,0.45,Console
1979,4360,God Eater 2,PSV,2013,Role-Playing,Namco Bandai Games,0,0,0.45,0,0.45,Console
1980,4410,Just Dance 2014,XOne,2013,Misc,Ubisoft,0.3,0.11,0,0.04,0.45,Console
1981,4412,Payday 2,PS3,2013,Shooter,505 Games,0.21,0.15,0,0.08,0.44,Console
1982,4427,Metro: Last Light,PS3,2013,Action,Deep Silver,0.14,0.2,0.03,0.08,0.44,Console
1983,4431,DmC: Devil May Cry,X360,2013,Action,Capcom,0.26,0.13,0.01,0.04,0.44,Console
1984,4505,FIFA 14,PC,2013,Sports,Electronic Arts,0.01,0.36,0,0.06,0.43,Computer
1985,4540,FIFA 14,Wii,2013,Sports,Electronic Arts,0,0.38,0,0.05,0.43,Console
1986,4587,Hometown Story,3DS,2013,Role-Playing,Rising Star Games,0.22,0.13,0.04,0.04,0.42,Hand_Held
1987,4679,Attack on Titan: Humanity in Chains,3DS,2013,Action,Screenlife,0,0,0.41,0,0.41,Hand_Held
1988,4684,Danganronpa: Trigger Happy Havoc,PSV,2013,Misc,Nippon Ichi Software,0.14,0.07,0.15,0.06,0.41,Console
1989,4746,The Wonderful 101,WiiU,2013,Action,Nintendo,0.2,0.1,0.08,0.03,0.41,Console
1990,4794,Dragon Quest X,WiiU,2013,Role-Playing,Square Enix,0,0,0.4,0,0.4,Console
1991,4858,Sonic Lost World,WiiU,2013,Platform,Sega,0.24,0.12,0.01,0.03,0.4,Console
1992,4880,Just Dance 2014,PS3,2013,Misc,Ubisoft,0.17,0.15,0,0.07,0.39,Console
1993,4883,GRID 2,PS3,2013,Racing,Codemasters,0.07,0.23,0.01,0.09,0.39,Console
1994,4916,Just Dance 2014,PS4,2013,Misc,Ubisoft,0.18,0.16,0,0.05,0.39,Console
1995,4917,Metal Gear Solid: The Legacy Collection,PS3,2013,Adventure,Konami Digital Entertainment,0.31,0.01,0.03,0.05,0.39,Console
1996,4953,Tiger Woods PGA Tour 14,PS3,2013,Sports,Electronic Arts,0.16,0.15,0,0.07,0.39,Console
1997,4955,Farming Simulator 2013,X360,2013,Simulation,Focus Home Interactive,0.22,0.13,0,0.03,0.39,Console
1998,4979,One Piece: Unlimited World Red,3DS,2013,Action,Namco Bandai Games,0.05,0.04,0.28,0.01,0.38,Hand_Held
1999,4987,Dragon's Crown,PSV,2013,Role-Playing,Nippon Ichi Software,0.16,0.05,0.12,0.05,0.38,Console
2000,5023,Phoenix Wright: Ace Attorney - Dual Destinies,3DS,2013,Adventure,Capcom,0,0,0.38,0,0.38,Hand_Held
2001,5068,Toukiden: The Age of Demons,PSV,2013,Action,Tecmo Koei,0.05,0.05,0.25,0.03,0.38,Console
2002,5157,Skylanders SWAP Force,PS4,2013,Platform,Activision,0.2,0.12,0,0.05,0.37,Console
2003,5184,Metro: Last Light,X360,2013,Action,Deep Silver,0.17,0.16,0,0.03,0.36,Console
2004,5185,Tiger Woods PGA Tour 14,X360,2013,Sports,Electronic Arts,0.21,0.13,0,0.03,0.36,Console
2005,5192,Earth Defense Force 2025,PS3,2013,Shooter,D3Publisher,0.04,0.03,0.27,0.02,0.36,Console
2006,5210,Senran Kagura Shinovi Versus: Sh?jo-tachi no Sh?mei,PSV,2013,Fighting,Marvelous Entertainment,0.13,0.02,0.16,0.05,0.36,Console
2007,5220,Call of Duty: Ghosts,WiiU,2013,Shooter,Activision,0.23,0.09,0.01,0.03,0.36,Console
2008,5244,Company of Heroes 2,PC,2013,Strategy,THQ,0.06,0.25,0,0.05,0.36,Computer
2009,5245,Defiance,PS3,2013,Shooter,Trion Worlds,0.19,0.11,0,0.05,0.36,Console
2010,5275,Remember Me,PS3,2013,Action,Capcom,0.1,0.18,0,0.07,0.35,Console
2011,5279,Sentouchu: Densetsu no Shinobi to Survival Battle!,3DS,2013,Action,Namco Bandai Games,0,0,0.35,0,0.35,Hand_Held
2012,5303,Angry Birds Star Wars,Wii,2013,Strategy,Activision,0.21,0.1,0,0.03,0.35,Console
2013,5307,Sniper: Ghost Warrior 2,PS3,2013,Shooter,City Interactive,0.05,0.19,0.03,0.07,0.35,Console
2014,5418,Angry Birds Star Wars,3DS,2013,Strategy,Activision,0.15,0.15,0,0.03,0.34,Hand_Held
2015,5421,Zoo Tycoon (2013),XOne,2013,Simulation,Microsoft Game Studios,0.18,0.13,0,0.03,0.34,Console
2016,5525,F1 2013,X360,2013,Racing,Codemasters,0.01,0.28,0,0.03,0.33,Console
2017,5541,Angry Birds Star Wars,PS3,2013,Strategy,Activision,0.1,0.17,0,0.06,0.33,Console
2018,5567,Batman: Arkham Origins,WiiU,2013,Action,Warner Bros. Interactive Entertainment,0.2,0.09,0,0.03,0.33,Console
2019,5584,Batman: Arkham Origins,PC,2013,Action,Warner Bros. Interactive Entertainment,0.13,0.16,0,0.04,0.32,Computer
2020,5805,The Legend of Heroes: Trails of Cold Steel,PSV,2013,Role-Playing,Nippon Ichi Software,0.08,0.05,0.14,0.04,0.31,Console
2021,5809,Skylanders SWAP Force,XOne,2013,Platform,Activision,0.22,0.06,0,0.02,0.31,Console
2022,5821,LEGO Legends of Chima: Laval's Journey,3DS,2013,Adventure,Warner Bros. Interactive Entertainment,0.18,0.1,0,0.03,0.31,Hand_Held
2023,5869,Drakengard 3,PS3,2013,Role-Playing,Square Enix,0.1,0,0.19,0.02,0.3,Console
2024,5975,Assassin's Creed IV: Black Flag,WiiU,2013,Action,Ubisoft,0.18,0.09,0,0.03,0.29,Console
2025,5994,The Bureau: XCOM Declassified,PS3,2013,Shooter,Take-Two Interactive,0.08,0.16,0,0.05,0.29,Console
2026,6017,Angry Birds Star Wars,X360,2013,Strategy,Activision,0.16,0.11,0,0.03,0.29,Console
2027,6042,Disney Infinity,3DS,2013,Action,Disney Interactive Studios,0.16,0.1,0,0.02,0.29,Hand_Held
2028,6056,GRID 2,X360,2013,Racing,Codemasters,0.08,0.17,0,0.03,0.29,Console
2029,6064,Lightning Returns: Final Fantasy XIII,X360,2013,Role-Playing,Square Enix,0.15,0.1,0.01,0.02,0.29,Console
2030,6072,Dragon Ball Heroes: Ultimate Mission,3DS,2013,Misc,Namco Bandai Games,0,0,0.29,0,0.29,Hand_Held
2031,6075,BlazBlue: Chrono Phantasma,PS3,2013,Fighting,Arc System Works,0.13,0,0.14,0.02,0.29,Console
2032,6151,Need for Speed: Most Wanted,WiiU,2013,Racing,Electronic Arts,0.14,0.12,0,0.02,0.28,Console
2033,6161,Sly Cooper: Thieves in Time,PSV,2013,Platform,Sony Computer Entertainment Europe,0.16,0.06,0,0.05,0.28,Console
2034,6174,Army of Two: The Devil's Cartel,PS3,2013,Shooter,Electronic Arts,0.11,0.11,0.01,0.05,0.28,Console
2035,6241,Puppeteer,PS3,2013,Platform,Sony Computer Entertainment Europe,0.11,0.1,0.02,0.04,0.28,Console
2036,6279,Zumba Fitness: World Party,Wii,2013,Misc,Majesco Entertainment,0.14,0.11,0,0.03,0.27,Console
2037,6295,Hatsune Miku: Project Diva f,PS3,2013,Misc,Sega,0.08,0,0.19,0.01,0.27,Console
